Seed_Type,Age_Weeks,Stage_Description,Avg_Height_in,Soil_Type,Fertilizer,Care_Instructions,Ready_to_Sell
Rambutan,40,Market Ready,21.79,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,41,Over-Matured,22.05,Sandy Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Rambutan,1,Seed Preparation,0.0,Clay Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Rambutan,2,Germination,1.65,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Rambutan,3,Germination,3.3,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Rambutan,4,Cotyledon Stage,4.62,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Rambutan,5,Cotyledon Stage,5.94,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Rambutan,6,First True Leaves,7.26,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,7,First True Leaves,8.58,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,8,First True Leaves,9.9,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,9,Seedling Establishment,10.26,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,10,Seedling Establishment,10.62,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,11,Seedling Establishment,10.98,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,12,Vegetative Growth,11.34,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,13,Vegetative Growth,11.7,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,14,Vegetative Growth,12.07,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,15,Vegetative Growth,12.43,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,16,Vegetative Growth,12.79,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,17,Vegetative Growth,13.15,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,18,Vegetative Growth,13.51,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,19,Vegetative Growth,13.87,Clay Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,20,Pre-Grafting,14.23,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,21,Pre-Grafting,14.59,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,22,Pre-Grafting,14.95,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,23,Pre-Grafting,15.31,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,24,Grafting Ready,15.67,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,25,Grafting Ready,16.04,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,26,Grafting Ready,16.4,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,27,Grafting Ready,16.76,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,28,Market Preparation,17.12,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,29,Market Preparation,17.48,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,30,Market Preparation,17.84,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,31,Market Preparation,18.2,Clay Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,32,Market Ready,18.56,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,33,Market Ready,18.81,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,34,Market Ready,19.06,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,35,Market Ready,19.3,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,36,Market Ready,19.55,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,37,Market Ready,19.8,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,38,Market Ready,20.05,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,39,Market Ready,20.3,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,40,Market Ready,20.54,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,41,Over-Matured,20.79,Clay Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Rambutan,1,Seed Preparation,0.0,Silty Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Rambutan,2,Germination,1.85,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Rambutan,3,Germination,3.7,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Rambutan,4,Cotyledon Stage,5.18,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Rambutan,5,Cotyledon Stage,6.66,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Rambutan,6,First True Leaves,8.14,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,7,First True Leaves,9.62,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,8,First True Leaves,11.1,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Rambutan,9,Seedling Establishment,11.5,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,10,Seedling Establishment,11.91,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,11,Seedling Establishment,12.31,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Rambutan,12,Vegetative Growth,12.72,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,13,Vegetative Growth,13.12,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,14,Vegetative Growth,13.53,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,15,Vegetative Growth,13.93,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,16,Vegetative Growth,14.34,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,17,Vegetative Growth,14.74,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,18,Vegetative Growth,15.15,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,19,Vegetative Growth,15.55,Silty Soil,Balanced NPK (14-14-14),Full sun exposure. Fertilize every 2 weeks. Monitor for pests. Ensure proper stem development.,0
Rambutan,20,Pre-Grafting,15.96,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,21,Pre-Grafting,16.36,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,22,Pre-Grafting,16.77,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,23,Pre-Grafting,17.17,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Rambutan,24,Grafting Ready,17.57,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,25,Grafting Ready,17.98,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,26,Grafting Ready,18.38,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,27,Grafting Ready,18.79,Silty Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Rambutan,28,Market Preparation,19.19,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,29,Market Preparation,19.6,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,30,Market Preparation,20.0,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,31,Market Preparation,20.41,Silty Soil,Low Nitrogen (5-10-15),Final conditioning. Reduce nitrogen. Harden off plants gradually for transplanting.,0
Rambutan,32,Market Ready,20.81,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,33,Market Ready,21.09,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,34,Market Ready,21.37,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,35,Market Ready,21.64,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,36,Market Ready,21.92,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,37,Market Ready,22.2,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,38,Market Ready,22.48,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,39,Market Ready,22.76,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,40,Market Ready,23.03,Silty Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Rambutan,41,Over-Matured,23.31,Silty Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Guava,1,Seed Preparation,0.0,Loam Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Guava,2,Germination,2.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,3,Germination,4.0,Loam Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,4,Cotyledon Stage,5.6,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,5,Cotyledon Stage,7.2,Loam Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,6,First True Leaves,8.8,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,7,First True Leaves,10.4,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,8,First True Leaves,12.0,Loam Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,9,Seedling Establishment,12.3,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,10,Seedling Establishment,12.6,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,11,Seedling Establishment,12.9,Loam Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,12,Pre-Grafting,13.2,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,13,Pre-Grafting,13.5,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,14,Pre-Grafting,13.8,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,15,Pre-Grafting,14.1,Loam Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,16,Grafting Ready,14.4,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Guava,17,Grafting Ready,14.7,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Guava,18,Grafting Ready,15.0,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,1
Guava,19,Grafting Ready,15.3,Loam Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,1
Guava,20,Market Ready,15.6,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,21,Market Ready,15.9,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,22,Market Ready,16.2,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,23,Market Ready,16.5,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,24,Market Ready,16.8,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,25,Market Ready,17.1,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,26,Market Ready,17.4,Loam Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,27,Over-Matured,17.7,Loam Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Guava,1,Seed Preparation,0.0,Sandy Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Guava,2,Germination,1.75,Sandy Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,3,Germination,3.5,Sandy Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,4,Cotyledon Stage,4.9,Sandy Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,5,Cotyledon Stage,6.3,Sandy Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,6,First True Leaves,7.7,Sandy Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,7,First True Leaves,9.1,Sandy Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,8,First True Leaves,10.5,Sandy Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,9,Seedling Establishment,10.76,Sandy Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,10,Seedling Establishment,11.03,Sandy Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,11,Seedling Establishment,11.29,Sandy Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,12,Pre-Grafting,11.55,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,13,Pre-Grafting,11.81,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,14,Pre-Grafting,12.08,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,15,Pre-Grafting,12.34,Sandy Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,16,Grafting Ready,12.6,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Guava,17,Grafting Ready,12.86,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Guava,18,Grafting Ready,13.12,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,1
Guava,19,Grafting Ready,13.39,Sandy Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,1
Guava,20,Market Ready,13.65,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,21,Market Ready,13.91,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,22,Market Ready,14.17,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,23,Market Ready,14.44,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,24,Market Ready,14.7,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,25,Market Ready,14.96,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,26,Market Ready,15.22,Sandy Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,27,Over-Matured,15.49,Sandy Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Guava,1,Seed Preparation,0.0,Clay Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Guava,2,Germination,1.65,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,3,Germination,3.3,Clay Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,4,Cotyledon Stage,4.62,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,5,Cotyledon Stage,5.94,Clay Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,6,First True Leaves,7.26,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,7,First True Leaves,8.58,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,8,First True Leaves,9.9,Clay Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,9,Seedling Establishment,10.15,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,10,Seedling Establishment,10.39,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,11,Seedling Establishment,10.64,Clay Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,12,Pre-Grafting,10.89,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,13,Pre-Grafting,11.14,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,14,Pre-Grafting,11.38,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,15,Pre-Grafting,11.63,Clay Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,16,Grafting Ready,11.88,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Guava,17,Grafting Ready,12.13,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,0
Guava,18,Grafting Ready,12.38,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,1
Guava,19,Grafting Ready,12.62,Clay Soil,High Phosphorus (10-30-10),Optimal grafting period. Select healthy rootstock with proper stem diameter. Maintain consistent care.,1
Guava,20,Market Ready,12.87,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,21,Market Ready,13.12,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,22,Market Ready,13.36,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,23,Market Ready,13.61,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,24,Market Ready,13.86,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,25,Market Ready,14.11,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,26,Market Ready,14.35,Clay Soil,Maintenance (5-5-10),Ready for sale or field planting. Maintain health with minimal fertilization.,1
Guava,27,Over-Matured,14.6,Clay Soil,Maintenance (5-5-10),Plant exceeds optimal market age. Consider field planting or continued container growth.,0
Guava,1,Seed Preparation,0.0,Silty Soil,,Soak seeds in water for 24 hours. Prepare well-draining potting mix. Plant seeds 1-2 inches deep.,0
Guava,2,Germination,1.85,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,3,Germination,3.7,Silty Soil,,Keep soil moist but not waterlogged. Maintain 25-30°C temperature. Provide shade and high humidity.,0
Guava,4,Cotyledon Stage,5.18,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,5,Cotyledon Stage,6.66,Silty Soil,Starter Solution (20-20-20),Cotyledons emerging. Continue moisture management. Gradually introduce indirect light for 2-3 hours daily.,0
Guava,6,First True Leaves,8.14,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,7,First True Leaves,9.62,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,8,First True Leaves,11.1,Silty Soil,Starter Solution (20-20-20),First true leaves developing. Apply diluted starter fertilizer. Increase light exposure to 4-5 hours daily.,0
Guava,9,Seedling Establishment,11.38,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,10,Seedling Establishment,11.65,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,11,Seedling Establishment,11.93,Silty Soil,Balanced NPK (14-14-14),Water when top inch of soil is dry. Apply balanced fertilizer bi-weekly. Provide 6-8 hours of sunlight.,0
Guava,12,Pre-Grafting,12.21,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
Guava,13,Pre-Grafting,12.49,Silty Soil,High Phosphorus (10-30-10),Prepare rootstock for grafting. Ensure stem diameter reaches 0.3-0.5 inches. Maintain optimal nutrition.,0
